Cell Line,ID,Titer_group,Titer_category,Run Time (hr),input_index,glc,glc_after,glc_feed,osmo,vcd,lac,mu,qglc_poly,qlac_poly,base
CL G,829878,Middle 60%,0,80,15,58.5316857612291,58.5316857612291,0.0,325.82810174935184,4.283556954991098,29.554667280816407,0.0114638500521065,0.0617223802907078,0.010754080251351,36746.29459
CL G,829878,Middle 60%,0,90,16,57.7537609072137,57.7537609072137,0.0,328.91718264251944,4.657221887139761,28.41734921840403,0.0087395220808405,0.0513841870298229,0.0054893385413741,43035.64243
CL G,829878,Middle 60%,0,100,17,54.5867847754168,54.5867847754168,0.0,329.9566081127936,4.919690980747296,27.819049376683022,0.0061711227722289,0.0509379485403324,0.002655136941879,46250.8675
CL G,829878,Middle 60%,0,110,18,53.150470514443,53.150470514443,0.0,330.5006887360212,5.032883213105985,27.734327918317007,0.0038624404966178,0.0527714581734653,0.0004136648687424,49642.4382399999
CL G,829878,Middle 60%,0,120,19,51.6949464186593,51.6949464186593,0.0,329.89476657666967,5.017816870800613,27.379970243509877,0.001889813220761,0.0572477040785317,-0.0015836362069212,53536.60793
CL G,829878,Middle 60%,0,130,20,48.4702121772241,48.4702121772241,0.0,327.9078124282969,4.880662898707604,26.993172583772928,0.00030212850782,0.0569825653460022,-0.0031653093400216,59211.85467
CL G,829878,Middle 60%,0,140,21,44.8680713437243,44.8680713437243,0.0,323.1743617627804,4.703488462596625,27.33839398263768,-0.0008791764826359,0.0613051605297882,-0.004698300904791,68044.93332
CL G,829878,Middle 60%,0,150,22,41.5347292513155,41.5347292513155,0.0,318.7086820598705,4.550910428785396,28.137772526986392,-0.00166011499463,0.0657625191859448,-0.0060155075727326,78462.9454
CL G,829878,Middle 60%,0,160,23,38.5442387985967,38.5442387985967,0.0,313.3979327673504,4.420322011162469,29.153171748161725,-0.0020741506757777,0.0602342300935689,-0.0060453710041172,89126.4234199999
CL G,829878,Middle 60%,0,170,24,35.8294619607451,35.8294619607451,0.0,310.2594280929032,4.377841765912607,30.02320711845151,-0.0021821975772868,0.0633121367888291,-0.0065471037331215,99260.38292
CL G,829878,Middle 60%,0,180,25,31.8227494449255,31.8227494449255,0.0,306.98000809962303,4.3824239467173856,30.61161994133284,-0.0020726201539575,0.0676011634639627,-0.0067938622604974,107284.769999999
CL G,829878,Middle 60%,0,190,26,30.0064154232998,30.0064154232998,0.0,300.14582305898176,4.345479664181984,30.856780596455863,-0.0018612332641822,0.0625336019337427,-0.0057090340598359,110758.9081
CL G,829878,Middle 60%,0,200,27,27.1405417915584,27.1405417915584,0.0,294.82952954080184,4.271642827425606,30.55508611205361,-0.0016913021699455,0.059219356200308,-0.0044530731269989,111030.7007
CL G,829878,Middle 60%,0,210,28,23.6208906225715,23.6208906225715,0.0,290.60249064780555,4.160652059012409,29.622111576464636,-0.0017335425368248,0.0579444162007881,-0.0029703709922533,111030.7007
CL G,829878,Middle 60%,0,220,29,21.4807274473234,21.4807274473234,0.0,287.78184406239427,4.046382423354449,28.597969578710845,-0.0021861204339893,0.0558980299127509,-0.0010118019108719,111030.7007
CL G,829878,Middle 60%,0,230,30,20.4729551333288,20.4729551333288,0.0,287.39745950412595,3.893667085588021,27.63926037148685,-0.0032746523342009,0.0591304432765746,0.0015568043840811,111030.7007
CL G,829878,Middle 60%,0,240,31,18.3396761584404,48.4900540721355,30.1503779136951,288.6653948644393,3.7468744918729695,26.68830531256773,-0.0052522051138135,0.0573032386188325,0.0048726959901158,111030.7007
CL G,829878,Middle 60%,0,250,32,46.2455442560891,46.2455442560891,0.0,290.53387420135374,3.647211523600725,25.81918746418417,-0.0083992960527736,0.057331836332412,0.0093192388055078,111030.7007
2000L,830294,Bottom 20%,2,0,0,41.4162483181242,,0.0,268.2043115,0.14967177,6.23489720248667,0.1276912547688596,0.7195690164176909,1.646381962730513,0.0
2000L,830294,Bottom 20%,2,10,1,40.1406599724683,40.1406599724683,0.0,329.8470588,0.199741307,8.84451714031971,0.0454415126805798,0.6257479713982443,1.367490836555792,0.0
2000L,830294,Bottom 20%,2,20,2,38.8650716212615,38.8650716212615,0.0,365.1411765,0.249810843,11.64344571492,0.0274004855392284,0.5852875833873018,1.183514634801642,0.0
2000L,830294,Bottom 20%,2,30,3,37.4204496769466,37.4204496769466,0.0,386.2706522,0.328661215,14.7477483459147,0.0297118307744429,0.5214170742829721,0.9552330271563194,0.0
2000L,830294,Bottom 20%,2,40,4,35.3360881513799,35.3360881513799,0.0,343.8793478,0.524579578,18.0042139764653,0.0295723863959321,0.382140059817961,0.625308717367269,0.0
2000L,830294,Bottom 20%,2,50,5,33.2517266258131,33.2517266258131,0.0,301.4880435,0.720497941,21.2132909080817,0.0252321709934774,0.3240690608514261,0.4689578924298315,1615.656564
2000L,830294,Bottom 20%,2,60,6,30.7622364450809,30.7622364450809,0.0,294.6797432,0.897115494,24.7114118561278,0.0359943837369313,0.3014709145829925,0.3829218067420576,12372.01795
CL G,830294,Bottom 20%,2,0,7,55.0843720220253,55.0843720220253,0.0,315.09201338678747,0.9860008396752192,18.45725963380221,0.0303883412480063,0.294395975160651,-0.3151754783160371,0.0
CL G,830294,Bottom 20%,2,10,8,50.5850204544949,50.5850204544949,0.0,313.7781947487634,1.3073812548769024,20.590119663254985,0.0309701222229733,0.2201130990343425,-0.1636233220164175,0.0
CL G,830294,Bottom 20%,2,20,9,48.4427431559315,48.4427431559315,0.0,313.36996862076256,1.707275598293061,23.090011092892297,0.0300836120507948,0.169456234801545,-0.0746485747888605,0.0
CL G,830294,Bottom 20%,2,30,10,46.6291478218877,46.6291478218877,0.0,314.63932807602447,2.2151343250760744,25.517195935669992,0.0280733968432113,0.1287787492770104,-0.0215058937570437,171.256993
CL G,830294,Bottom 20%,2,40,11,43.9950043351317,43.9950043351317,0.0,317.530795907053,2.792536651101999,27.70775773911836,0.0252511124571594,0.0977426770691114,0.0072124196295706,6150.210276
CL G,830294,Bottom 20%,2,50,12,42.911129754213,42.911129754213,0.0,321.3853307096935,3.402423255777937,29.44858041359089,0.0218954444947719,0.0796297172815349,0.022298031879813,26134.63009
CL G,830294,Bottom 20%,2,60,13,40.8576565476586,40.8576565476586,0.0,325.4163727901158,3.996791297016134,30.56406651834236,0.0182521283033776,0.0716100229828754,0.0323212252629142,44085.28
CL G,830294,Bottom 20%,2,70,14,37.1362998012833,37.1362998012833,0.0,328.80903631084044,4.4606078628345305,30.896923394518986,0.0145339489755017,0.0627748302263202,0.0369554645432495,60010.3795599999
CL G,830294,Bottom 20%,2,80,15,32.8067150665455,59.5991436445938,26.792428578048302,331.1206067670552,4.902423980795736,32.4994379513883,0.0109207413488655,0.060883551946741,0.0422518329935276,64766.50238
CL G,830294,Bottom 20%,2,90,16,55.1998276993272,55.1998276993272,0.0,331.83709259991525,5.20554139677269,31.0659520412354,0.0075593900063863,0.0618869106067111,0.047640232374552,71247.53128
CL G,830294,Bottom 20%,2,100,17,52.5805155642887,52.5805155642887,0.0,331.80132850457017,5.350869217329329,30.636536911008385,0.0045638292761779,0.0616081364572071,0.0504679247806519,75971.73111
CL G,830294,Bottom 20%,2,110,18,48.1136962909922,48.1136962909922,0.0,330.2324901920018,5.343273541069355,30.375740813336165,0.0020150432315501,0.0611427545587063,0.0516858090897492,79636.89072
CL G,830294,Bottom 20%,2,120,19,47.172888479984,47.172888479984,0.0,326.3270128197531,5.243486551629527,29.28458942253957,-3.893430899121891e-05,0.0680710548294864,0.0579598579963142,86965.0157899999
CL G,830294,Bottom 20%,2,130,20,46.8012565332267,46.8012565332267,0.0,321.235958029858,5.123182807580405,29.157453878082773,-0.0015830197817438,0.0730667229854688,0.0614225625372561,99343.49869
CL G,830294,Bottom 20%,2,140,21,41.6575900386331,41.6575900386331,0.0,315.36290599608554,4.974446787107926,28.7184024888297,-0.0026350798778095,0.080201937789412,0.0654205598485578,115493.9301
CL G,830294,Bottom 20%,2,150,22,35.9392281855725,35.9392281855725,0.0,315.3010063604972,4.859780788388827,33.86349885835202,-0.0032459315430936,0.0870046931747254,0.0677950555458375,136089.2899
CL G,830294,Bottom 20%,2,160,23,33.2356905459712,33.2356905459712,0.0,320.6194128896267,4.788008053809739,42.60342452132889,-0.0034993419783056,0.0912014568935885,0.0668914750920378,166190.4486
CL G,830294,Bottom 20%,2,170,24,37.0808417427118,37.0808417427118,0.0,329.6103673100623,4.686764412859286,52.7777321264399,-0.0035120286389585,0.1221561588306539,0.0831127041677621,209748.9607
CL G,830294,Bottom 20%,2,180,25,19.6424507315881,19.6424507315881,0.0,341.517391542605,4.546042025448924,62.74371531018021,-0.0034336592353694,0.1149560825298473,0.0714687825991536,251888.4085
CL G,830294,Bottom 20%,2,190,26,11.7166976509247,11.7166976509247,0.0,355.80447803791463,4.376393363686458,71.00658335810611,-0.003446851732659,0.1162991627479334,0.064994359140044,292040.9653
CL G,830294,Bottom 20%,2,200,27,7.38711291618692,33.8097264339541,26.422613517767175,370.9282915619471,4.162025371946328,76.29485539339586,-0.0037671743507519,0.1242472726680741,0.0612579168584643,328404.8126
CL G,830294,Bottom 20%,2,210,28,29.4104104886875,29.4104104886875,0.0,385.111936617185,3.871721492499504,78.38673399565448,-0.0046431455643765,0.1421375339899809,0.06044177531913,377296.38
CL G,830294,Bottom 20%,2,220,29,24.082555246564,24.082555246564,0.0,397.8084255103724,3.563927945481358,76.90094111825057,-0.0063562341030654,0.1703415137276769,0.0606894427309015,429235.4559
CL G,830294,Bottom 20%,2,230,30,17.2575487244388,17.2575487244388,0.0,408.172983541157,3.244077840575397,72.2442809898424,-0.0092208589511544,0.196259366601336,0.0562948901835294,486117.668499999
CL G,830294,Bottom 20%,2,240,31,11.2105196440862,49.173955807386,37.963436163299804,415.4849784194493,2.9428650127395453,65.13340114670703,-0.0135843893477833,0.2657606482441932,0.0577889568445304,529378.924
CL G,830294,Bottom 20%,2,250,32,44.7746398621195,44.7746398621195,0.0,419.41477431199263,2.674616133517158,56.74008821743815,-0.0198271447868962,0.3118356889101122,0.0463184438006671,565515.1923
2000L,830901,Middle 60%,0,0,0,40.5592290570394,,0.0,288.3690771,0.124712382,0.0,0.1408644515403052,1.227379283163528,2.704272694601459,0.0
2000L,830901,Middle 60%,0,10,1,39.2040824230111,39.2040824230111,0.0,287.1294077,0.178468416,3.12881805062167,0.0468039433138569,0.7612946476855947,2.052224790495797,0.0
2000L,830901,Middle 60%,0,20,2,37.8489357889828,37.8489357889828,0.0,285.8897383,0.232224451,7.26878461367673,0.0263833186160542,0.5622759750577739,1.631356726194493,0.0
2000L,830901,Middle 60%,0,30,3,36.4529889817713,36.4529889817713,0.0,288.8413058,0.304443229,11.1590255994671,0.0321250236308765,0.4506289520087877,1.231780151665574,0.0
2000L,830901,Middle 60%,0,40,4,34.9657791913674,34.9657791913674,0.0,302.4495533,0.420305299,14.5077475688277,0.0362711168248957,0.3704858375297488,0.8440434333715776,567.819473
2000L,830901,Middle 60%,0,50,5,33.4785694065143,33.4785694065143,0.0,316.0578007,0.536167368,17.8564695492895,0.0307832689472762,0.34719179717326,0.5932612494403512,2670.961855
2000L,830901,Middle 60%,0,60,6,31.2359880103909,31.2359880103909,0.0,309.5288757,0.795029615,20.9815701043516,0.0273427630297745,0.2874083971331707,0.3333225666580589,6677.462597
CL G,830901,Middle 60%,0,0,7,54.3115086980172,54.3115086980172,0.0,318.20501766427384,0.8509469944345718,16.893593084180836,0.0113296811279347,0.2550669797615082,0.4228359761904484,0.0
CL G,830901,Middle 60%,0,10,8,53.401323330891,53.401323330891,0.0,317.23997215673927,1.1331180933417686,19.2506190073053,0.0201044165539862,0.2481331882679412,0.3149196872839933,0.0
CL G,830901,Middle 60%,0,20,9,52.5731519127867,52.5731519127867,0.0,318.0196491812009,1.4970609833534756,22.180184838994297,0.025249068792828,0.2140521777281964,0.2104453159618354,0.0
CL G,830901,Middle 60%,0,30,10,50.2846321299318,50.2846321299318,0.0,319.9990383132799,1.9810256308378331,25.12075884949444,0.0274494149272232,0.1725447689256759,0.1319760022318729,0.0
CL G,830901,Middle 60%,0,40,11,46.7354793345766,46.7354793345766,0.0,323.1215960213594,2.564639313147111,27.608676303083797,0.0273336565510233,0.1342786132329549,0.079734634773844,547.336805
CL G,830901,Middle 60%,0,50,12,44.1241608938919,44.1241608938919,0.0,327.13279956211846,3.1903599025041296,29.606349055975677,0.0254724197691676,0.0977186775822366,0.0446604419683649,15081.50489
CL G,830901,Middle 60%,0,60,13,38.94454053709,38.94454053709,0.0,331.41870470575986,3.7931534667122033,30.8709673005484,0.0223787551976837,0.0847425187091776,0.0293301721594948,34446.22025
CL G,830901,Middle 60%,0,70,14,37.2089065920646,37.2089065920646,0.0,335.12658890737333,4.324492808686421,30.88070736488239,0.0185081379636872,0.0750061776012732,0.0191466391231497,45570.5825399999
CL G,830901,Middle 60%,0,80,15,34.3849241864639,66.7576062649225,32.3726820784586,337.70878030751595,4.778049700970042,30.318969488779032,0.0142584677053819,0.0759377216862242,0.0137039293488745,48521.00372
CL G,830901,Middle 60%,0,90,16,63.9336238593219,63.9336238593219,0.0,338.51921215967343,5.074202303422194,29.425057177735862,0.0099700685720596,0.0739260944124328,0.0087827382650931,48591.00342
CL G,830901,Middle 60%,0,100,17,56.3587803348209,56.3587803348209,0.0,336.518130296525,5.214841420790799,28.586425205427204,0.0059256892241003,0.0670322571663218,0.0045716757605617,48591.00342
CL G,830901,Middle 60%,0,110,18,54.4366177590532,54.4366177590532,0.0,332.53803417266937,5.215710006451963,27.959140141541905,0.0023505028329719,0.0647846487961411,0.0017582073258742,48804.319
CL G,830901,Middle 60%,0,120,19,50.3475378893847,50.3475378893847,0.0,327.63798906347967,5.1194320870678,27.62885966412786,-0.0005878929187693,0.0693682630896051,-0.0003788043330401,55684.84962
CL G,830901,Middle 60%,0,130,20,48.3868787273252,48.3868787273252,0.0,322.4745170179264,4.975848841642638,27.618672817085116,-0.0027794758374793,0.0716161202611298,-0.002172444993408,62797.30644
CL G,830901,Middle 60%,0,140,21,46.3634167998845,46.3634167998845,0.0,316.7928943621754,4.899816190337255,28.0888758083749,-0.0041717992184257,0.0717869066952985,-0.0034406401705479,73010.4134399999
CL G,830901,Middle 60%,0,150,22,42.6089875108239,42.6089875108239,0.0,313.120417679581,4.801737467110613,29.11037230770157,-0.0047699918457879,0.0720104396372409,-0.0042073321909834,85767.31903
CL G,830901,Middle 60%,0,160,23,37.8170375174848,37.8170375174848,0.0,308.48206452212867,4.725505244933158,30.2104004785723,-0.0046367579926577,0.0741627898277446,-0.0045798439479745,100150.7158
CL G,830901,Middle 60%,0,170,24,35.2983030595705,35.2983030595705,0.0,305.5594855891352,4.634793320903339,31.013307785974437,-0.0038923774210383,0.077695623430828,-0.0044716872544883,115043.9466
CL G,830901,Middle 60%,0,180,25,31.4190907269255,31.4190907269255,0.0,303.2989349657948,4.574291655081297,31.57840023137181,-0.0027147053818449,0.0705764692821951,-0.0031856224306103,129792.2667
CL G,830901,Middle 60%,0,190,26,28.792920097027,28.792920097027,0.0,300.6479197888085,4.545869070044714,31.823187591623054,-0.0013391726149048,0.0670736786796195,-0.0015686438090504,139096.423499999
CL G,830901,Middle 60%,0,200,27,24.7554762095073,24.7554762095073,0.0,298.11509102823453,4.489568101209889,31.56967143746143,-5.878534895730099e-05,0.0630140987324862,0.0005923731749702,141230.9882
CL G,830901,Middle 60%,0,210,28,21.2274285730144,21.2274285730144,0.0,295.9287795013786,4.382081242747451,31.291185726307877,0.0007758746983469,0.0598527109120567,0.0033388345460394,141296.6003
CL G,830901,Middle 60%,0,220,29,19.1031250416305,19.1031250416305,0.0,293.4813659848978,4.268543233148853,30.80055405048417,0.0007566503204449,0.0581139489120314,0.0069527390460535,141296.6003
CL G,830901,Middle 60%,0,230,30,17.0450092863962,17.0450092863962,0.0,291.08207567073123,4.15281679720979,30.16356655618316,-0.0005821911781382,0.0612601027267715,0.0126802795275876,141296.6003
CL G,830901,Middle 60%,0,240,31,14.5341461511134,14.5341461511134,0.0,288.9741068708965,4.029925434656644,29.73273115529475,-0.0037639579817889,0.0523055109839247,0.0171347723701227,141296.6003
CL G,830901,Middle 60%,0,250,32,12.6578488365638,12.6578488365638,0.0,287.2355167618408,3.903037776226457,29.41186070752326,-0.0093695337638063,0.0493309713417918,0.024575612991421,141296.6003
2000L,831210,Middle 60%,0,0,0,41.619534814272,,0.0,295.7865385,0.112279191,0.0,0.1736143472393221,0.1171222740050568,2.007587687048591,285.452785
2000L,831210,Middle 60%,0,10,1,40.7929714136637,40.7929714136637,0.0,291.4596154,0.181370104,2.29810734902309,0.0688331227380995,0.3588695666475724,1.649835239823654,0.0
2000L,831210,Middle 60%,0,20,2,39.9664080075046,39.9664080075046,0.0,287.1326923,0.250461018,5.94276613010657,0.0373409094810458,0.4623782267311309,1.39608876755982,27.021383
2000L,831210,Middle 60%,0,30,3,39.3979306600945,39.3979306600945,0.0,282.1784878,0.306974903,9.58742492229129,0.0341281500878529,0.5385095810317572,1.227186302257834,987.725767
2000L,831210,Middle 60%,0,40,4,36.7651662725637,36.7651662725637,0.0,281.2200213,0.459234997,13.2320837033747,0.0332069761683777,0.4651035463796468,0.828289520585186,3229.163611
2000L,831210,Middle 60%,0,50,5,34.1324018905837,34.1324018905837,0.0,280.2615548,0.61149509,16.8767424844582,0.0276112083226426,0.4262608541006769,0.5897974293612462,6471.560135
2000L,831210,Middle 60%,0,60,6,31.8308218987988,31.8308218987988,0.0,285.5379408,0.824361149,20.464826143428,0.0293963561408353,0.3718063467933591,0.3852091846244819,11582.52777
CL G,831210,Middle 60%,0,0,7,54.9705941794888,54.9705941794888,0.0,314.367113405262,0.8202401052990014,17.7556234349038,0.0150991337891658,0.3430838695244653,0.4734200736000705,0.0
CL G,831210,Middle 60%,0,10,8,51.4874641699416,51.4874641699416,0.0,310.8709196813207,1.1036050574321987,19.83508608391293,0.0223660802188726,0.312580321783022,0.34511201640855,0.0
CL G,831210,Middle 60%,0,20,9,51.1856010346588,51.1856010346588,0.0,307.8043284099985,1.504721655862858,22.225942817238675,0.0263114145103358,0.2311676571303445,0.2033689924354817,0.0
CL G,831210,Middle 60%,0,30,10,52.6309897144696,52.6309897144696,0.0,307.8223632615609,1.9814928058633123,24.96972775167627,0.0275869193653125,0.1879889368493282,0.1305687568463467,0.0
CL G,831210,Middle 60%,0,40,11,51.5234909800395,51.5234909800395,0.0,310.60609792509433,2.5674783876620846,27.736235678963283,0.0267880993135176,0.1598235437038321,0.0862904828670619,0.0
CL G,831210,Middle 60%,0,50,12,44.1474885266102,44.1474885266102,0.0,315.6280118676351,3.199822782341282,30.118775881101087,0.0244541807126236,0.1175809987320851,0.0481699686615732,549.207677
CL G,831210,Middle 60%,0,60,13,42.1732564000088,42.1732564000088,0.0,322.09992961564484,3.800693446447821,31.82298485157491,0.0210681117482605,0.098462896325603,0.0294763189686327,11751.08777
CL G,831210,Middle 60%,0,70,14,30.0880321887697,30.0880321887697,0.0,328.9707660400662,4.326810292970895,32.702335586536044,0.0170565624340165,0.0723045339471465,0.0148697599363538,34508.81813
CL G,831210,Middle 60%,0,80,15,27.7807170265826,59.819239018595,32.0385219920124,335.55872367778363,4.715078261863968,32.49905612547943,0.012789924611437,0.0738159961539559,0.0093045382030331,49755.0629
CL G,831210,Middle 60%,0,90,16,57.6090751348831,57.6090751348831,0.0,339.7191606582236,4.907092052729626,31.6236791797784,0.0085823119500254,0.0770675415772116,0.004522054646163,60053.43021
CL G,831210,Middle 60%,0,100,17,55.689912131708,55.689912131708,0.0,342.4795144425933,4.934817582349631,30.31380706686486,0.0046915599472427,0.0720688907526848,0.0001536471230031,64983.18901
CL G,831210,Middle 60%,0,110,18,52.201953606874,52.201953606874,0.0,342.81555543543186,4.8596695184910095,28.9581068786464,0.0013192259285076,0.0696966591162865,-0.0031088197130391,69450.7299
CL G,831210,Middle 60%,0,120,19,50.4017159905859,50.4017159905859,0.0,338.4298485246237,4.731010853016286,27.643298619379568,-0.0013894109528033,0.0690058755174164,-0.0056749486238012,74901.85646
CL G,831210,Middle 60%,0,130,20,46.3324204411732,46.3324204411732,0.0,330.96623996224946,4.603545181654694,26.533163901740483,-0.0033453497153561,0.0773627648608963,-0.0086020761986311,83037.28523
CL G,831210,Middle 60%,0,140,21,44.50054351784,44.50054351784,0.0,321.20544471588425,4.485277614543192,26.329233815163374,-0.004515867549859,0.0782928031463091,-0.0103047065107507,93577.72888
CL G,831210,Middle 60%,0,150,22,41.7856763527165,41.7856763527165,0.0,312.82763922800376,4.3886755758792,26.96722953400837,-0.0049245198190622,0.0774698673133557,-0.0111087537041581,105570.4005
CL G,831210,Middle 60%,0,160,23,37.2953452507826,37.2953452507826,0.0,308.0629090381413,4.3816377437932905,28.328890674359968,-0.0046511400577585,0.0776635248807546,-0.0113458845969614,117669.9709
CL G,831210,Middle 60%,0,170,24,34.1308611647683,34.1308611647683,0.0,308.07938619030455,4.312546541910198,28.94805942645965,-0.0038318399727831,0.0716074961136683,-0.0099461364957739,129192.058
CL G,831210,Middle 60%,0,180,25,31.0174129032616,31.0174129032616,0.0,311.36241697768384,4.236755403773788,29.377416687032603,-0.0026590094430133,0.0639537018640402,-0.0077079693184803,138932.0592
CL G,831210,Middle 60%,0,190,26,28.5665191833744,28.5665191833744,0.0,315.14906999840264,4.182362107739508,29.881486565309565,-0.0013813165193685,0.062355193679448,-0.005549826938548,144253.1857
CL G,831210,Middle 60%,0,200,27,24.4448943693243,24.4448943693243,0.0,317.2784183347341,4.09847741153163,30.029139999881245,-0.000303707424811,0.0634470357582705,-0.0026260291744962,144805.0063
CL G,831210,Middle 60%,0,210,28,20.9072138646506,20.9072138646506,0.0,318.1839584307659,3.9664134773109594,29.615938787182998,0.000212593445655,0.0646746192639095,0.0017315981699469,144805.0995
CL G,831210,Middle 60%,0,220,29,18.5102007038344,18.5102007038344,0.0,318.7227051361696,3.7690697541469143,29.03698015855093,-0.0002499164750164,0.0615519400273231,0.0075337521899845,144805.0995
CL G,831210,Middle 60%,0,230,30,17.4001097104731,41.8294594608783,24.429349750405198,318.04703759163823,3.5873068650342765,28.354933687556613,-0.0021650179259148,0.0522015968415697,0.0133967400390629,144805.0995
CL G,831210,Middle 60%,0,240,31,39.6192955771664,39.6192955771664,0.0,316.28098444679887,3.423827299489587,27.65543922635021,-0.006062769818171,0.0490425668220255,0.0219984054078949,144805.0995
CL G,831210,Middle 60%,0,250,32,39.2596075290303,39.2596075290303,0.0,313.7500855371955,3.295195130060139,27.073593022461512,-0.0125295092349583,0.0468462520869731,0.034359668269709,144805.0995
2000L,831909,Bottom 20%,2,0,0,40.5929042940562,,0.0,300.9462276,0.123372507,0.0,0.0606762341799115,0.2180132777117871,1.467184450168003,0.0
2000L,831909,Bottom 20%,2,10,1,39.6974997280135,39.6974997280135,0.0,293.8903339,0.164849071,1.80333471358792,-0.0158290033368069,0.5089064976259199,1.716568127708636,471.946657
2000L,831909,Bottom 20%,2,20,2,38.8020951619707,38.8020951619707,0.0,286.8344401,0.206325634,5.59400331927175,-0.0339889072413393,0.6427912618593373,1.717366824379931,497.114195
2000L,831909,Bottom 20%,2,30,3,37.6365986256355,37.6365986256355,0.0,281.2112542,0.262085913,9.38467193605683,-0.0168509215123941,0.6604380085489907,1.507508100666122,1903.184423
2000L,831909,Bottom 20%,2,40,4,35.3303828626301,35.3303828626301,0.0,282.4315932,0.37949481,13.1753405417406,0.0136300179919112,0.540967384540846,1.067878043872695,4585.585365
2000L,831909,Bottom 20%,2,50,5,33.0241670996247,33.0241670996247,0.0,283.6519322,0.496903708,16.9660091474245,0.0365914835340516,0.4613223045600044,0.7744144549324765,8987.490797
2000L,831909,Bottom 20%,2,60,6,30.9437214136637,30.9437214136637,0.0,288.479805,0.743777295,20.907873678952,0.0322635554970928,0.3292744304191254,0.448739637023063,15355.89561
CL G,831909,Bottom 20%,2,0,7,53.9531149725793,53.9531149725793,0.0,296.9495778605703,0.999387219543564,20.986751296549183,0.0183853899671258,0.1957423285666431,0.4635712751643923,0.0
CL G,831909,Bottom 20%,2,10,8,51.7141611769799,51.7141611769799,0.0,304.4382703971012,1.2739042425245632,23.022798009251087,0.0235834372479774,0.1779823923505552,0.2969018160339257,0.0
CL G,831909,Bottom 20%,2,20,9,49.6092352627722,49.6092352627722,0.0,307.84222562972803,1.6411908680261496,25.053826783891065,0.0260485952487516,0.1521018782094218,0.176561884144973,0.0
CL G,831909,Bottom 20%,2,30,10,47.4037694331579,47.4037694331579,0.0,314.1998726447625,2.121983859078748,26.818928201327896,0.0263448616588927,0.1290368148381533,0.1015417754182708,58.568965
CL G,831909,Bottom 20%,2,40,11,45.090324873998,45.090324873998,0.0,322.7297043507776,2.6756278401709266,28.22531058689583,0.0249850028212279,0.110494772745645,0.0563019294410695,4696.01609
CL G,831909,Bottom 20%,2,50,12,42.9599228501964,42.9599228501964,0.0,329.8144647006576,3.263713622942711,29.28710786504544,0.0224305537319684,0.0934869915981481,0.028467315244543,22246.63597
CL G,831909,Bottom 20%,2,60,13,38.2586315471036,38.2586315471036,0.0,332.87119473996336,3.8278985965899017,29.97963927224519,0.0190918180407087,0.0794862625153762,0.0123465632266756,39029.27521
CL G,831909,Bottom 20%,2,70,14,35.9908587890494,35.9908587890494,0.0,332.38686233788286,4.287042296262377,30.20292052127808,0.0153278680504267,0.0724043427290275,0.0036499738333511,53579.23584
CL G,831909,Bottom 20%,2,80,15,31.8468513299643,58.7506871767236,26.903835846759304,329.14161138150496,4.644473540755733,29.370337051368278,0.011446544717484,0.0739630426476685,-0.0013792741932721,58332.10373
CL G,831909,Bottom 20%,2,90,16,54.6642123992539,54.6642123992539,0.0,326.8972605840643,4.865628447986426,28.25930574888483,0.0077044576516255,0.0745203417229787,-0.0043270359416424,63043.7505
CL G,831909,Bottom 20%,2,100,17,52.223972451653,52.223972451653,0.0,324.6633582911247,5.03224709242967,28.89296237784269,0.0043069851159798,0.0721628006218921,-0.0052340720587101,66824.79759
CL G,831909,Bottom 20%,2,110,18,48.7185845489464,48.7185845489464,0.0,320.5312275296508,5.108042121256687,28.96865241120937,0.0014082740270588,0.0745825019433975,-0.0048959075085066,69808.39142
CL G,831909,Bottom 20%,2,120,19,47.8789746497479,47.8789746497479,0.0,316.7146948398979,5.083570927441044,28.44586109125573,-0.0008887600452418,0.0819145988798321,-0.003292869701857,75559.34341
CL G,831909,Bottom 20%,2,130,20,43.4751281500477,43.4751281500477,0.0,315.1486118968608,4.970257153853958,28.929200742486703,-0.0025324328776433,0.0861730585707892,0.0001385811398996,86275.15167
CL G,831909,Bottom 20%,2,140,21,39.5892006705299,39.5892006705299,0.0,314.2821271518381,4.828812532738044,32.80637047841634,-0.0035222915934831,0.0916032269139582,0.0053162410238968,102868.5955
CL G,831909,Bottom 20%,2,150,22,35.0797066431315,35.0797066431315,0.0,315.1304141565525,4.695038654017905,31.146630742428076,-0.0039091146627152,0.0942094458302267,0.0120299380008796,124850.213
CL G,831909,Bottom 20%,2,160,23,29.3539077133151,29.3539077133151,0.0,318.93845480615084,4.593284806259272,31.026583889896663,-0.00379491190191,0.0947559931023324,0.0198483544586977,156707.7477
CL G,831909,Bottom 20%,2,170,24,23.4819221008459,23.4819221008459,0.0,329.72584388620453,4.464863354065856,32.150157686752046,-0.0033329244742548,0.1047411923183545,0.0316804206481996,203802.084799999
CL G,831909,Bottom 20%,2,180,25,15.8892464974799,15.8892464974799,0.0,344.5695905041113,4.320282186159843,34.500009124733786,-0.0027276248895526,0.1119146840700374,0.0454330819089376,252711.8111
CL G,831909,Bottom 20%,2,190,26,11.7452390383948,34.6000516108807,22.854812572485898,361.8953946081987,4.153012083063602,37.90611159654205,-0.0022347170042241,0.1350083474198572,0.0701215174944293,305894.903
