Cell Line,ID,Titer_group,Titer_category,Run Time (hr),input_step,input_step_2000,input_step_400_2000,input_step_80_400_2000,glc,glc_after,glc_feed,osmo,vcd,lac,mu,qglc_poly,qlac_poly,base
80L,758138,Middle 60%,0,10,1,1,1,1,56.6514027287461,56.6514027287461,0.0,307.3651293,0.516512795,16.2551966030195,0.0541881646284266,-0.0622504708579295,0.3871577739783525,14.673333
80L,758138,Middle 60%,0,20,2,2,2,2,55.1082494060702,55.1082494060702,0.0,304.849406,0.678338527,17.8213472690941,0.0364697518824721,0.1754286097151821,0.2861184405694686,14.673333
80L,758138,Middle 60%,0,30,3,3,3,3,53.4704994615777,53.4704994615777,0.0,302.8939141,0.874907786,19.6248308170515,0.0208438248952853,0.2573531445946169,0.2244942107775891,14.673333
80L,758138,Middle 60%,0,40,4,4,4,4,51.5512579875219,51.5512579875219,0.0,302.4933801,1.176718627,22.1101835812611,0.0012110636841985,0.2445424989775614,0.1769798091351744,14.673333
80L,758138,Middle 60%,0,50,5,5,5,5,49.6320165134661,49.6320165134661,0.0,302.092846,1.478529468,24.5955363565719,-0.0024729559622724,0.2026581227984824,0.1521457099271424,23.223278
80L,758138,Middle 60%,0,60,6,6,6,6,45.7788620362352,45.7788620362352,0.0,307.241412,2.233650227,26.6346413077264,0.0558022375155724,0.120128815195263,0.113090732372813,101.676148
400L,758138,Middle 60%,0,0,0,0,0,7,44.3360849652523,,0.0,294.5583333,0.198565079,6.65254260657193,0.0815313377874518,0.0423256759343567,1.471435675521595,0.0
400L,758138,Middle 60%,0,10,1,1,1,8,44.0279305879349,44.0279305879349,0.0,289.8641655,0.292783488,9.21072396758437,0.0384640077973777,0.1027116962250817,0.8769850769527882,433.353335
400L,758138,Middle 60%,0,20,2,2,2,9,43.7197762161682,43.7197762161682,0.0,285.1699976,0.387001896,11.7689053174955,0.02715473055552,0.1487343860487214,0.6204011052269359,433.353335
400L,758138,Middle 60%,0,30,3,3,3,10,43.0555117620284,43.0555117620284,0.0,282.1323483,0.477031484,14.3051711589698,0.0219700066684308,0.1904884822064694,0.5076493104190288,433.353335
400L,758138,Middle 60%,0,40,4,4,4,11,41.7142392648593,41.7142392648593,0.0,282.539957,0.558608638,16.8006820492895,0.0146233284463382,0.2327171863944603,0.4707618743384421,433.353335
400L,758138,Middle 60%,0,50,5,5,5,12,40.3729667732409,40.3729667732409,0.0,282.9475657,0.640185791,19.2961929396092,0.0141751799031463,0.2732753106959802,0.4725460091328315,570.114906
400L,758138,Middle 60%,0,60,6,6,6,13,38.3263654055374,38.3263654055374,0.0,292.6282996,1.035102284,22.8941070492895,0.0470330367564359,0.2180619520059772,0.3485660142577541,1608.04628
2000L,758138,Middle 60%,0,0,0,0,7,14,41.4790974100224,,0.0,278.1059002,0.110828861,6.38379721358792,0.123509084471648,0.2080017712933671,1.375790363662852,63.7743999999999
2000L,758138,Middle 60%,0,10,1,1,8,15,40.280543845334,40.280543845334,0.0,280.8290469,0.193714506,8.01959050843694,0.0443472564541482,0.5678013880787339,0.8321324494910288,0.0
2000L,758138,Middle 60%,0,20,2,2,9,16,39.0819902806456,39.0819902806456,0.0,283.5521936,0.276600151,9.65538381438721,0.0258268540756788,0.6407604679802072,0.6265193137605214,0.0
2000L,758138,Middle 60%,0,30,3,3,10,17,37.6789923233197,37.6789923233197,0.0,285.5153716,0.349509168,11.3494491452042,0.0267982542404577,0.6431357182582853,0.5401143303116036,0.0
2000L,758138,Middle 60%,0,40,4,4,11,18,34.71967362175,34.71967362175,0.0,280.7223433,0.345220394,13.4871067828596,0.0264188287848532,0.7318036031264284,0.6014559112178409,1.787336
2000L,758138,Middle 60%,0,50,5,5,12,19,31.7603549201802,31.7603549201802,0.0,275.9293149,0.340931621,15.6247644205151,0.0241529444773846,0.764932090019672,0.6742558681204741,1622.659344
2000L,758138,Middle 60%,0,60,6,6,13,20,29.7783331779124,29.7783331779124,0.0,280.0412835,0.603200503,18.0235158747779,0.039771963018722,0.4132122837598729,0.4235669686445139,8176.645365
CL G,758138,Middle 60%,0,0,0,7,14,21,56.5817339972024,56.5817339972024,0.0,320.5995884079504,1.285175274614942,16.694104308958035,0.0321427100383693,0.1640761639510001,0.4031728744880266,0.0
CL G,758138,Middle 60%,0,10,1,8,15,22,55.8945690401651,55.8945690401651,0.0,315.9622671469172,1.6362007931538125,18.54340713173272,0.0321369789601891,0.1363795862679064,0.2248166105087535,0.0
CL G,758138,Middle 60%,0,20,2,9,16,23,53.4741565310064,53.4741565310064,0.0,312.4347965543117,2.07408030762511,20.57918739452406,0.0309074824446346,0.1142938423657682,0.123567073698842,0.0
CL G,758138,Middle 60%,0,30,3,10,17,24,50.4496160549745,50.4496160549745,0.0,310.7041408036366,2.621597314847585,22.345847460683576,0.0287415723750865,0.0954048658233652,0.0633423070833771,0.0
CL G,758138,Middle 60%,0,40,4,11,18,25,47.6565888285707,47.6565888285707,0.0,310.1608506252599,3.3410674981559736,23.509816946668774,0.0258996350670659,0.0795812817712529,0.0275958494640729,0.0
CL G,758138,Middle 60%,0,50,5,12,19,26,44.9505926863385,44.9505926863385,0.0,310.4164137152458,4.1914234176472736,23.897026173323425,0.0226150912682346,0.0665641255535237,0.0066508251363002,1095.066011
CL G,758138,Middle 60%,0,60,6,13,20,27,42.503144985457,42.503144985457,0.0,311.6451941450608,5.078849531444391,23.462800099823045,0.019094396158395,0.0568667540916962,-0.005419062538821,5042.271791
CL G,758138,Middle 60%,0,70,7,14,21,28,39.9748190636198,66.1584415993611,26.1836225357413,314.0550873349288,5.900004670662542,22.30026376841527,0.0155170393494901,0.0550233223355295,-0.0138188053080525,5785.551767
CL G,758138,Middle 60%,0,80,8,15,22,29,63.6301156775239,63.6301156775239,0.0,315.55026717781794,6.53438110929797,20.707420653590223,0.0120355448856032,0.0520792148712213,-0.019580127308372,7998.900414
CL G,758138,Middle 60%,0,90,9,16,23,30,64.071420380115,64.071420380115,0.0,315.3130076268205,7.015012920089737,19.15397603136504,0.0087754712429585,0.0452981602399428,-0.0215413018880881,7998.900414
CL G,758138,Middle 60%,0,100,10,17,24,31,58.6489457470192,58.6489457470192,0.0,313.3847201724198,7.37879712222662,17.678017334298463,0.0058354113299208,0.0406307598317687,-0.0225062948175465,7998.900414
CL G,758138,Middle 60%,0,110,11,18,25,32,54.9638989375874,54.9638989375874,0.0,310.5868025194628,7.543527901860592,16.038269232545037,0.0032869924869952,0.0387478965377295,-0.0237880645988673,7998.900414
CL G,758138,Middle 60%,0,120,12,19,26,33,51.1757114334243,51.1757114334243,0.0,306.3601498456012,7.515410996182823,14.295873144709295,0.0011748764868276,0.0397438059129224,-0.0261286736159726,7998.900414
CL G,758138,Middle 60%,0,130,13,20,27,34,48.3870592153466,48.3870592153466,0.0,300.3335337459196,7.394363121647078,12.45768423488649,-0.0004832404657955,0.0440403186687904,-0.0301942351035167,7998.900414
CL G,758138,Middle 60%,0,140,14,21,28,35,45.5020287251049,45.5020287251049,0.0,291.5076216035143,7.192810096178257,10.44689828651348,-0.0016966277339473,0.04618136308665,-0.0322792077327209,7998.900414
CL G,758138,Middle 60%,0,150,15,22,29,36,41.7074344012966,41.7074344012966,0.0,284.6173697749202,6.962403881849257,8.234405518518065,-0.00250152024856,0.0460597357044261,-0.032123086645608,7998.900414
CL G,758138,Middle 60%,0,160,16,23,30,37,37.6542864739448,37.6542864739448,0.0,280.50660962322377,6.725237396817601,6.017715682397744,-0.0029611185084256,0.0444023217890995,-0.0302043662430632,7998.900414
CL G,758138,Middle 60%,0,170,17,24,31,38,34.9708645118674,34.9708645118674,0.0,276.5993658339976,6.514336310716438,3.927526254379549,-0.0031655885801952,0.0419730828700079,-0.0271126708438781,7998.900414
CL G,758138,Middle 60%,0,180,18,25,32,39,32.3744142132374,32.3744142132374,0.0,270.7897328593545,6.352908004189387,2.051251493403792,-0.0032320620983797,0.0444008063526078,-0.0262912032717199,7998.900414
CL G,758138,Middle 60%,0,190,19,26,33,40,30.9445451608605,30.9445451608605,0.0,265.926762473922,6.182951994987616,0.6086758426410658,-0.0033046362653489,0.0447176999108692,-0.0230323792332611,7998.900414
CL G,758138,Middle 60%,0,200,20,27,34,41,29.0650788427807,29.0650788427807,0.0,261.4699876913276,5.948230067246681,0.0,-0.0035543738513325,0.0402433907702474,-0.0164643157280057,7998.900414
CL G,758138,Middle 60%,0,210,21,28,35,42,25.9716443471213,25.9716443471213,0.0,257.5782574353224,5.613049668388922,0.0,-0.0041793031944194,0.0383083634647239,-0.0101798979890574,7998.900414
CL G,758138,Middle 60%,0,220,22,29,36,43,22.5277563778058,22.5277563778058,0.0,254.8054117035717,5.195637563945626,0.0,-0.0054044182005578,0.0395115254940855,-0.0028247846508304,7998.900414
CL G,758138,Middle 60%,0,230,23,30,37,44,20.5779444703479,20.5779444703479,0.0,252.4501953446372,4.796548030048644,0.0,-0.0074816783435557,0.0376645410211464,0.0073659087360424,7998.900414
CL G,758138,Middle 60%,0,240,24,31,38,45,19.5588924210129,19.5588924210129,0.0,250.3164661486791,4.456478009832398,0.0466208727770533,-0.0106900086650802,0.0380927968708994,0.021852078524406,7998.900414
CL G,758138,Middle 60%,0,250,25,32,39,46,17.5563698683363,17.5563698683363,0.0,248.88143383863505,4.194664369450182,0.2612265784561201,-0.0153352997746578,0.0365707260155047,0.0415187181562955,7998.900414
80L,758519,Middle 60%,0,0,0,0,0,0,56.5224093563356,,0.0,301.400668,0.32863019,11.8258601465364,0.0491582686986609,-1.413771559611823,1.15584297161191,0.0
80L,758519,Middle 60%,0,10,1,1,1,1,55.0616857501276,55.0616857501276,0.0,300.5990648,0.494747522,13.9297249444937,0.0202051196430376,-0.2952554670139095,0.5529694038063488,0.0
80L,758519,Middle 60%,0,20,2,2,2,2,53.6009621217167,53.6009621217167,0.0,299.7974616,0.660864853,16.0335897313499,0.015514674559382,0.0852400868757476,0.3404122420026394,0.0
80L,758519,Middle 60%,0,30,3,3,3,3,52.1374584249206,52.1374584249206,0.0,298.9978169,0.821965965,18.1402182615452,0.0186473354464012,0.22886691607554,0.2476996762695716,0.0
80L,758519,Middle 60%,0,40,4,4,4,4,50.5662686671551,50.5662686671551,0.0,298.5752817,1.26420552,20.3811273645648,0.0205874977948545,0.1988647847041883,0.1628378180492437,0.0
80L,758519,Middle 60%,0,50,5,5,5,5,48.9950789038388,48.9950789038388,0.0,298.1527465,1.706445076,22.6220364675843,0.0197435505875538,0.1430854734999312,0.1352144495815558,0.0
80L,758519,Middle 60%,0,60,6,6,6,6,46.1345232187659,46.1345232187659,0.0,301.4802935,2.304891732,25.2392429507104,0.0219478762993634,0.073067366609669,0.1220700149048374,0.0
400L,758519,Middle 60%,0,0,0,0,0,7,44.7348419036834,,0.0,314.7776104,0.28363427,6.19476889431616,0.361386217029374,-0.3598731913710859,0.9937147808701794,5.0424
400L,758519,Middle 60%,0,10,1,1,1,8,44.8512101623037,44.8512101623037,0.0,305.9478977,0.199357543,8.84419329484902,-0.0292723128305183,-0.1151723407114241,1.337671294191403,0.0
400L,758519,Middle 60%,0,20,2,2,2,9,44.9675784264748,44.9675784264748,0.0,297.118185,0.115080816,11.4936177064831,-0.081731980068356,0.3926240841535072,2.217808919449318,0.0
400L,758519,Middle 60%,0,30,3,3,3,10,44.8762267035236,44.8762267035236,0.0,288.7616549,0.063931363,14.1137921514209,-0.000891597200451,1.601085129800404,3.871476341781671,0.0
400L,758519,Middle 60%,0,40,4,4,4,11,42.9611036435089,42.9611036435089,0.0,285.8039085,0.320294989,16.4724132548845,0.0771893207311312,0.4638464358204866,0.7602971274139384,0.0
400L,758519,Middle 60%,0,50,5,5,5,12,41.045980589045,41.045980589045,0.0,282.846162,0.576658615,18.8310343583481,0.0852905561585713,0.318746479284904,0.4218424141822186,20.642829
400L,758519,Middle 60%,0,60,6,6,6,13,39.5812127600524,39.5812127600524,0.0,289.0267388,0.785446622,21.384151598579,0.0250311889882948,0.2649195902868275,0.3141242946216947,624.714049
2000L,758519,Middle 60%,0,0,0,0,7,14,42.0810063389506,,0.0,289.863543,0.190241606,1.96708893206039,0.1393550388146132,1.889725436824926,0.542278978333276,0.0
2000L,758519,Middle 60%,0,10,1,1,8,15,39.1149000532871,39.1149000532871,0.0,288.0754636,0.232465395,4.06606345470692,0.0508010101521155,1.306003672457525,0.8691334172828112,0.0
2000L,758519,Middle 60%,0,20,2,2,9,16,36.1487937731743,36.1487937731743,0.0,286.2873841,0.274689185,6.16503797735346,0.0263123165686309,0.9137135544329712,0.9965681107355095,0.0
2000L,758519,Middle 60%,0,30,3,3,10,17,33.4715301738493,33.4715301738493,0.0,284.4993046,0.32367806,8.57087450044405,0.0288128648745717,0.6230391951950537,0.983301557955138,34.819789
2000L,758519,Middle 60%,0,40,4,4,11,18,32.1841995548302,32.1841995548302,0.0,282.7112252,0.407222352,12.3553894205151,0.0346109873993073,0.3821777416369323,0.8241773004966529,895.985824
2000L,758519,Middle 60%,0,50,5,5,12,19,30.8968689302604,30.8968689302604,0.0,280.7300079,0.490766644,16.1399043516873,0.0333994419911641,0.2300254824793611,0.6638538303614014,3682.764366
2000L,758519,Middle 60%,0,60,6,6,13,20,29.7009621328182,29.7009621328182,0.0,279.3160251,0.613166262,18.6006984458259,0.0282554120174255,0.1197663150667724,0.4709894388369892,8685.605745
CL G,758519,Middle 60%,0,0,0,7,14,21,54.1020424354448,54.1020424354448,0.0,313.52759960905865,1.2133319774552154,15.749403526174326,0.0160244767694246,0.1485225344219878,0.3570922232492847,0.0
CL G,758519,Middle 60%,0,10,1,8,15,22,60.1358027487288,60.1358027487288,0.0,310.0304609115674,1.577800265140513,17.698145302402764,0.0223271001236678,0.1623894668736324,0.256892306915628,0.0
CL G,758519,Middle 60%,0,20,2,9,16,23,57.3552287461977,57.3552287461977,0.0,305.1241889507679,2.099898277580372,19.701619767487305,0.0257475297311702,0.1300430723049605,0.1347448171547393,0.0
CL G,758519,Middle 60%,0,30,3,10,17,24,51.4857433890628,51.4857433890628,0.0,302.2129813213669,2.7695672196599084,21.52430080940638,0.0268439040908926,0.0993823952014506,0.0645127695210576,0.0
CL G,758519,Middle 60%,0,40,4,11,18,25,47.2808211216945,47.2808211216945,0.0,301.04947354088307,3.518675134500648,22.865836006161476,0.0261261052814309,0.0807560172839522,0.0292253348429784,0.0
CL G,758519,Middle 60%,0,50,5,12,19,26,45.2280777659361,45.2280777659361,0.0,301.0233680416348,4.285400539002168,23.513574095182552,0.0240557589610157,0.0773586923695821,0.0109577981308078,0.0
CL G,758519,Middle 60%,0,60,6,13,20,27,43.0109927840316,43.0109927840316,0.0,302.21554635217,5.00090222012483,23.30356793978093,0.0210462343675126,0.0608630271560223,-0.0019014973065062,225.767288
CL G,758519,Middle 60%,0,70,7,14,21,28,40.3002721752259,40.3002721752259,0.0,304.1610421576095,5.63952989422191,22.25901656760566,0.0174626443184221,0.0535028939996652,-0.0090535110157403,1619.916929
CL G,758519,Middle 60%,0,80,8,15,22,29,37.8804397846023,66.6747751624435,28.794335377841193,306.477877495338,6.126480977090382,20.54936475319362,0.0136218452108795,0.0545114374627701,-0.0152896709407402,1800.400019
CL G,758519,Middle 60%,0,90,9,16,23,30,64.2549427718199,64.2549427718199,0.0,308.8504238057581,6.504212556548053,18.7090084226008,0.009792437021655,0.0530724365024323,-0.0196711001094669,1800.400019
CL G,758519,Middle 60%,0,100,10,17,24,31,60.5152362397033,60.5152362397033,0.0,306.9163441039317,6.770974546576015,17.283626197513367,0.0061947633071538,0.0497209341883996,-0.0220550992922889,1800.400019
CL G,758519,Middle 60%,0,110,11,18,25,32,58.3070587712871,58.3070587712871,0.0,303.57536733765795,6.938627400382068,16.037168715819444,0.003000911203416,0.0509253616698552,-0.0255637303052558,1800.400019
CL G,758519,Middle 60%,0,120,12,19,26,33,53.4636101212282,53.4636101212282,0.0,299.52681888956585,7.009433628871962,14.740912303002911,0.0003347114261165,0.0510479398031147,-0.0279598891407067,1938.31248
CL G,758519,Middle 60%,0,130,13,20,27,34,49.6464152845311,49.6464152845311,0.0,292.98209354581746,6.98865745584124,13.296826396046148,-0.0017282617294349,0.0491392153956919,-0.0285977251084211,4293.589356
CL G,758519,Middle 60%,0,140,14,21,28,35,45.8184654299606,45.8184654299606,0.0,285.8960315891636,6.873834246817691,11.754558745686534,-0.0031606903882935,0.0477446256454277,-0.0289041554181158,8977.887898
CL G,758519,Middle 60%,0,150,15,22,29,36,41.6829844468127,41.6829844468127,0.0,279.6585128750316,6.795341933424799,9.96925714183542,-0.0039835130958796,0.0464609541989767,-0.0287172510828117,12485.76375
CL G,758519,Middle 60%,0,160,16,23,30,37,38.2942150469592,38.2942150469592,0.0,272.9357774952688,6.693443209753466,7.957023665563647,-0.0042659248179789,0.0465817380088251,-0.0288650992633033,13078.00007
CL G,758519,Middle 60%,0,170,17,24,31,38,36.2921839683385,36.2921839683385,0.0,268.98487748047444,6.493232291620759,5.785813958474336,-0.0041253769407417,0.0450979496231902,-0.0274664390650197,13078.00007
CL G,758519,Middle 60%,0,180,18,25,32,39,33.2558774340016,33.2558774340016,0.0,266.1796365073975,6.240743334758402,3.763836363936743,-0.0037275772706838,0.0475610831553464,-0.0277895541239296,13078.00007
CL G,758519,Middle 60%,0,190,19,26,33,40,30.9501023890406,30.9501023890406,0.0,263.5861006112204,5.932417162548821,2.0212275441302934,-0.0032864900346863,0.0463855178313131,-0.0251520977369197,13078.00007
CL G,758519,Middle 60%,0,200,20,27,34,41,28.9032480516885,28.9032480516885,0.0,261.22692490336584,5.53838723609289,0.5719185772215829,-0.0030643358799947,0.0438796006385828,-0.0209615754865022,13078.00007
CL G,758519,Middle 60%,0,210,21,28,35,42,26.8083455116676,26.8083455116676,0.0,257.3727077395896,5.132605258509738,0.0,-0.0033715918742202,0.0411808889919679,-0.0157345320308912,13078.00007
CL G,758519,Middle 60%,0,220,22,29,36,43,24.3428378349874,24.3428378349874,0.0,254.6001584170837,4.7564267083345895,0.0,-0.004566991505339,0.0383027610613671,-0.009206135808828,13078.00007
CL G,758519,Middle 60%,0,230,23,30,37,44,21.5197423843779,21.5197423843779,0.0,251.8723061846287,4.415329483263792,0.0,-0.0070575246816922,0.0350743973638509,-0.0008491047393931,13078.00007
CL G,758519,Middle 60%,0,240,24,31,38,45,20.4033914107773,20.4033914107773,0.0,248.8571113926892,4.123282485032434,0.0,-0.0112984377319861,0.0337212729565911,0.0110003229512853,13078.00007
CL G,758519,Middle 60%,0,250,25,32,39,46,18.3672097237949,18.3672097237949,0.0,246.1676622303721,3.878402796945944,0.0558642908705112,-0.0177932334052924,0.0287154932956331,0.0276384261296743,13078.00007
80L,759012,Middle 60%,0,0,0,0,0,0,57.0921586846954,,0.0,294.6389271,0.281923853,11.307126232238,0.1125761935073223,-1.962661683496937,1.334718526832445,0.0
80L,759012,Middle 60%,0,10,1,1,1,1,55.7563570461155,55.7563570461155,0.0,302.892022,0.428762744,13.1648851798401,0.0475245130016133,-0.4398037872991309,0.5823762909879604,29.24361
80L,759012,Middle 60%,0,20,2,2,2,2,54.4205554241879,54.4205554241879,0.0,311.1451169,0.575601635,15.022644116341,0.0294093352128319,0.0307403971885202,0.3444183386346585,29.32
80L,759012,Middle 60%,0,30,3,3,3,3,53.0847537911587,53.0847537911587,0.0,319.3982118,0.722440525,16.8804030528419,0.0293666010622354,0.1856242643947825,0.2479112565108939,29.32
80L,759012,Middle 60%,0,40,4,4,4,4,53.2398019938275,53.23980199382751,0.0,307.8031561,0.960707206,19.0900858681172,0.0304430081410753,0.1653532582685124,0.1959942334156773,32.504396
80L,759012,Middle 60%,0,50,5,5,5,5,53.4837088023712,53.48370880237119,0.0,294.64701,1.211392144,21.3207442717584,0.0275960107105978,0.0759163549337688,0.1890486924397695,118.927498
80L,759012,Middle 60%,0,60,6,6,6,6,51.4924843024934,51.4924843024934,0.0,291.6166078,1.921741826,23.7853242451154,0.0276938197020429,-0.0359585220238726,0.1556446853815423,231.398925
400L,759012,Middle 60%,0,0,0,0,0,7,46.4555843657718,,0.0,394.3054666,0.230453841,11.02521446492,0.0636655665810493,1.200663496310912,0.1171442405248934,0.0
400L,759012,Middle 60%,0,10,1,1,1,8,45.5452124936166,45.5452124936166,0.0,363.1841851,0.29910373,12.0359494671403,0.0263314718544214,0.3645698018815287,0.2968554857164649,0.0
400L,759012,Middle 60%,0,20,2,2,2,9,44.6348406159106,44.6348406159106,0.0,332.0629036,0.367753618,13.0466844582593,0.0185680273735554,0.0055367198809451,0.3865037866509987,0.0
400L,759012,Middle 60%,0,30,3,3,3,10,43.7244687437554,43.72446874375539,0.0,300.9416222,0.436403506,14.0574194493783,0.0211158500754063,-0.101572515750663,0.4285920855286049,0.0
400L,759012,Middle 60%,0,40,4,4,4,11,44.852490641444,44.852490641444,0.0,295.7481696,0.575961585,16.6746217029307,0.0235286013715442,-0.0521633134205864,0.3880351701225817,0.0
400L,759012,Middle 60%,0,50,5,5,5,12,46.0744537345411,46.07445373454109,0.0,292.2799615,0.719439839,19.3600199489342,0.0241729871481553,0.0623870937717706,0.3495788540348546,0.0
400L,759012,Middle 60%,0,60,6,6,6,13,43.5637583483203,43.56375834832029,0.0,292.0142443,0.979686206,21.4704225910302,0.0302287577660408,0.1841986475202145,0.2766823658878947,5.340579
2000L,759012,Middle 60%,0,0,0,0,7,14,35.5577749394968,,0.0,285.3757857,0.140741536,6.23489720248667,0.1477729454704762,0.5966630061662073,1.750847045309708,0.0
2000L,759012,Middle 60%,0,10,1,1,8,15,34.5997354070916,34.5997354070916,0.0,283.5210716,0.227236217,8.84451714031971,0.0539392154282565,0.4117883914192654,1.202028490925711,0.0
2000L,759012,Middle 60%,0,20,2,2,9,16,33.6416958746863,33.6416958746863,0.0,281.6663575,0.313730898,11.64344571492,0.0276421642330765,0.3370804557355088,0.9423833945186852,0.0
2000L,759012,Middle 60%,0,30,3,3,10,17,32.6226549379426,32.6226549379426,0.0,279.8116435,0.400225579,14.7477483459147,0.0252328409939385,0.3011132413872362,0.7844277422191547,0.0
2000L,759012,Middle 60%,0,40,4,4,11,18,31.1826025222584,31.1826025222584,0.0,280.9091243,0.573440421,18.0042139764653,0.0243939135298131,0.2404002807093677,0.5720283591174387,0.0
2000L,759012,Middle 60%,0,50,5,5,12,19,29.7425501065743,29.7425501065743,0.0,281.7344337,0.737486916,21.2132909080817,0.0241396683696388,0.2139408863428898,0.4581548344532163,536.146629
2000L,759012,Middle 60%,0,60,6,6,13,20,28.0866153167255,28.0866153167255,0.0,284.8045026,0.979670625,24.7114118561278,0.0448160107523222,0.1840244217481281,0.3506536554760674,6596.762533
CL G,759012,Middle 60%,0,0,0,7,14,21,56.7394865005883,56.7394865005883,0.0,328.32088947201146,1.3956522777048392,16.77114642165767,0.0414815601224873,0.1949723130135201,0.2816786736935299,0.0
CL G,759012,Middle 60%,0,10,1,8,15,22,55.2180823619529,55.2180823619529,0.0,318.93365538767,1.835051658867544,18.776319364399804,0.0369164544157831,0.1575422134174246,0.155933407406018,0.0
CL G,759012,Middle 60%,0,20,2,9,16,23,53.7771614656186,53.7771614656186,0.0,309.9765145311696,2.375723512890561,20.62676385292492,0.0323231961701524,0.1306429457328335,0.0873382062598613,0.0
CL G,759012,Middle 60%,0,30,3,10,17,24,52.0908608261728,52.0908608261728,0.0,305.24439571214344,3.022673239735925,22.08168785985442,0.0278011259272681,0.1077805497901474,0.0463188378499504,0.0
CL G,759012,Middle 60%,0,40,4,11,18,25,49.3012511989609,49.3012511989609,0.0,297.255360441915,3.746786923669582,23.000678916078375,0.0234368959446814,0.0874867800085135,0.0214766203983028,0.0
CL G,759012,Middle 60%,0,50,5,12,19,26,44.3814227058771,44.3814227058771,0.0,290.7138626329529,4.454886377448995,23.268193509576747,0.0193044701958218,0.0715805974569574,0.0070965344049208,969.851915
CL G,759012,Middle 60%,0,60,6,13,20,27,40.754201103488,40.754201103488,0.0,290.69422869276303,5.0860687118188,22.829357505623264,0.0154651243699968,0.0695839313355958,-0.001372740105533,3485.329464
CL G,759012,Middle 60%,0,70,7,14,21,28,37.7618789438042,37.7618789438042,0.0,295.8499602414058,5.62705549047318,21.732579809714085,0.0119674458723924,0.0625816326467434,-0.0073861492376425,3989.100218
CL G,759012,Middle 60%,0,80,8,15,22,29,34.9750178080286,68.6821300693664,33.70711226133779,303.5524476235008,6.023255908370929,20.189629021757742,0.0088473338240725,0.0611177358878563,-0.0122532646873205,3989.100218
CL G,759012,Middle 60%,0,90,9,16,23,30,65.8952689335909,65.8952689335909,0.0,311.98755606672887,6.302368611891051,18.431849561416303,0.0061279990619796,0.0616434257970762,-0.016672377569464,8115.56400799999
CL G,759012,Middle 60%,0,100,10,17,24,31,59.7682849863451,59.7682849863451,0.0,317.3576159015014,6.472863096870906,16.78341988184866,0.0038199641389343,0.0555920186873683,-0.0183668909049148,8288.900375
CL G,759012,Middle 60%,0,110,11,18,25,32,57.4573992539798,57.4573992539798,0.0,319.57028869456235,6.508240394762364,15.663926664651596,0.0019210633236352,0.0549775892045205,-0.021003769298657,8288.900375
CL G,759012,Middle 60%,0,120,12,19,26,33,55.2698412764492,55.2698412764492,0.0,318.87174078400346,6.4466095805009,14.917846776334317,0.0004164426006594,0.0564240722254386,-0.0240796717323735,8288.900375
CL G,759012,Middle 60%,0,130,13,20,27,34,49.8965447834099,49.8965447834099,0.0,314.7099449693098,6.368511509046632,14.283397211644388,-0.0007214403295377,0.0565079398397772,-0.0263066307309758,8288.900375
CL G,759012,Middle 60%,0,140,14,21,28,35,45.7285114289837,45.7285114289837,0.0,304.5496594190176,6.309140943385845,13.43394406106227,-0.0015328160506229,0.0534923940112638,-0.0266978355634574,8288.900375
CL G,759012,Middle 60%,0,150,15,22,29,36,41.7298496525233,41.7298496525233,0.0,291.7310555413901,6.2175490482985865,12.240303183386862,-0.0020706034303843,0.0523088860923656,-0.0276156812820628,8288.900375
CL G,759012,Middle 60%,0,160,16,23,30,37,38.1723063844667,38.1723063844667,0.0,277.3842978615931,6.155053759050909,10.535249131545385,-0.0024004096207319,0.0527232640095706,-0.0291215903277917,8288.900375
CL G,759012,Middle 60%,0,170,17,24,31,38,36.5534726126246,36.5534726126246,0.0,267.35501507894423,6.037864490498921,8.485098962451724,-0.0026005300576977,0.0501976065649869,-0.0287334959806362,8288.900375
CL G,759012,Middle 60%,0,180,18,25,32,39,34.2342198650058,34.2342198650058,0.0,261.2814186802124,5.8708242230009855,6.332225633052071,-0.0027619484614352,0.0492041924625911,-0.0289277300821503,8288.900375
CL G,759012,Middle 60%,0,190,19,26,33,40,31.0241240591487,31.0241240591487,0.0,256.07358586021854,5.690734168578717,4.459046604890051,-0.0029883368362197,0.0439974962996495,-0.0263219087164532,8288.900375
CL G,759012,Middle 60%,0,200,20,27,34,41,29.772426297209,29.772426297209,0.0,252.0966297475934,5.422841862384592,2.8229321781525103,-0.0033960554704484,0.0382214420004788,-0.0230159386643731,8288.900375
CL G,759012,Middle 60%,0,210,21,28,35,42,28.8530418526166,28.8530418526166,0.0,252.64444515416312,5.09694426281066,1.48099738271268,-0.0041141529366401,0.0341287085496489,-0.020377176558628,8288.900375
CL G,759012,Middle 60%,0,220,22,29,36,43,27.0579205410866,27.0579205410866,0.0,257.92605626522004,4.764877469392771,0.5018032322093018,-0.0052843660914356,0.0316288505944075,-0.0182626528985403,8288.900375
CL G,759012,Middle 60%,0,230,23,30,37,44,24.5391977730411,24.5391977730411,0.0,257.89188430940806,4.45830707716067,0.0,-0.0070611200755973,0.0275523838445315,-0.0145907116596387,8288.900375
CL G,759012,Middle 60%,0,240,24,31,38,45,21.9289794400408,21.9289794400408,0.0,256.02801354902056,4.160741581181175,0.0,-0.0096115283140093,0.0201588921998414,-0.0082654326355909,8288.900375
